budget,genres,popularity,release_date,revenue,runtime,title,vote_average,vote_count,release_year,return,actors,directors
0.0,['Crime'],0.915218,2015-01-01,0,116.0,Anti-Social,5.2,10,2015,0.0,[],['Aviva Kempner']
0.0,"['Romance', 'Drama']",1.310577,2014-09-25,0,86.0,The Goob,7.1,16,2014,0.0,"['Joseph Chang Hsiao-Chuan', 'Sonia Sui', 'Regina Wan', 'Yann Yann Yeo']",['Chung Lee']
0.0,"['Drama', 'Comedy']",5.187104,2014-09-25,0,89.0,The Beat Beneath My Feet,7.0,11,2014,0.0,"['Jonas Hartmann', 'Julia Jeker', 'Laurin Michael', 'Marcus Signer', 'Tonia Maria Zindel', 'Martin Rapold', 'Sarah Sophia Meyer', 'Andrea Zogg', 'Peter Jecklin', 'René Schnoz', 'Herbert Leiser', 'Leonardo Nigro']",['Xavier Koller']
0.0,"['Drama', 'Family']",0.453126,2015-01-06,0,96.0,A Horse for Summer,8.0,3,2015,0.0,"['Mickey Hargitay', 'Rita Calderoni', 'Raul Lovecchio', 'Tano Cimarosa', 'Christa Barrymore', 'Cristina Perrier', 'Carmen Young', 'Katia Cardinali']",['Renato Polselli']
0.0,['Drama'],2.351135,2014-09-05,0,92.0,The Dinner,6.3,39,2014,0.0,"['Jakub Seifert', 'Rudolf Deyl st.', 'Karel Kolár', 'Eva Vrchlická', 'Jaroslav Hurt', 'Florentin Steinsberg', 'Karel Vána', 'Vladimír Srámek', 'Milada Zázvorková', 'Rudolf Deyl st.']","['Antonín Novotný', 'Karl Degl']"
0.0,"['Music', 'Documentary']",0.166893,2014-01-01,0,105.0,Don't Think I've Forgotten: Cambodia's Lost Rock and Roll,8.7,3,2014,0.0,"['Alexander Skarsgård', 'Andrea Riseborough', 'Emily Alyn Lind', 'Heather Doerksen', 'William Ainscough']","['Ross Duffer', 'Matt Duffer']"
0.0,"['Drama', 'Music']",1.113421,2014-10-30,0,140.0,Tim Maia,6.3,22,2014,0.0,"['Gregg Sulkin', 'Meghan Markle', 'Josh Myers', 'Christian Berkel', 'James Devlin', 'Andrew Shim', 'Sophie Colquhoun', 'Caroline Ford', 'Richie Campbell']",['Reg Traviss']
0.0,"['Thriller', 'Drama', 'Mystery']",0.769553,2013-09-06,0,134.0,Fish & Cat,7.0,7,2013,0.0,"['Emma Leth', 'Cathrine Bjørn', 'Amalie Lindegård', 'Sebastian Jessen', 'Charlotte Sieling', 'Lars Brygmann', 'Cyron Melville', 'Niklas Lundstrøm', 'Amalie Rendtorff-Smith', 'Karen-Lise Mynster', 'Nikolaj Coster-Waldau', 'Simone Bendix', 'Søren Bregendal', 'Julie Christiansen', 'Steen Stig Lommer', 'Molly Blixt Egelind', 'Mads Knarreborg', 'Eva Rosenberg', 'Sofie Gelvan', 'Christina Jensen', 'Pernille Rosendahl', 'Karen Rosenberg']",['Christina Rosendahl']
0.0,"['Family', 'Adventure']",3.638062,2015-09-17,0,95.0,Oddball,6.0,26,2015,0.0,"['Aly Michalka', 'Johnny Pacar', 'Frank Langella', 'Brendan Hill', 'Chris Olivero', 'Gabriel Sunday', 'Amanda Shaw', 'Deneen Tyler', 'Pat Hazell']",['Duwayne Dunham']
0.0,"['Music', 'Documentary']",3.352455,2015-06-24,0,85.0,Daft Punk Unchained,7.1,54,2015,0.0,"['Babak Karimi', 'Saeed Ebrahimifar', 'Abed Abest', 'Faraz Modiri', 'Pedram Sharifi', 'Mona Ahmadi', 'Arnavaz Sahari', 'Neda Jebraeili', 'Parinaz Tayeb', 'Aynaz Azarhoosh', 'Shadi Karamroodi', 'Miald Rahimi', 'Mohammadreza Maleki', 'Nazanin Babaei', 'Pooya Shahrabi', 'Nima Shahrabi', 'Alireza Eisapour', 'Siavash Cheraghipour', 'Mohammad Berahmani']",['Shahram Mokri']
0.0,['Family'],0.877702,2013-07-02,0,99.0,An American Girl: Saige Paints the Sky,6.3,5,2013,0.0,"['Alan Tudyk', 'Sarah Snook', 'Coco Jack Gillies', 'Shane Jacobson', 'Deborah Mailman', 'Terry Camilleri']",['Stuart McDonald']
0.0,"['Action', 'Adventure', 'Horror']",1.674848,2013-08-23,0,85.0,The Gauntlet,5.0,8,2013,0.0,"['Lee Thompson Young', 'Lindy Booth', 'Nigel Shawn Williams', 'Ryan Sommers Baum', 'Kerry Duff', 'Montrose Hagins', 'Michael Ironside', 'Dan Petronijevic']",['Shawn Levy']
0.0,['Drama'],0.278628,2014-10-03,0,85.0,Sunrise,7.3,3,2014,0.0,"['Aoi Miyazaki', 'Keisuke Koide', 'Masaru Miyazaki', 'Rena Komine', 'Tasuku Emoto', 'Munetaka Aoki']",['Yukinari Hanawa']
0.0,['Drama'],2.144842,2014-10-29,0,106.0,Wild Life,6.7,19,2014,0.0,"['Ajith Kumar', 'Asin Thottumkal', 'Kaniha', 'Rajesh', 'Vijayan', 'Mansoor Ali Khan', 'Ponnambalam', 'N. S. Ramesh Khanna', 'Pandu', 'Santhana Bharathi', 'Manobala', 'Suman Shetty', 'Sujatha', 'Rajalakshmi', 'K. S. Ravikumar', 'M. S. Bhaskar', 'Shivshankar', 'Chitti Babu', 'Madhan Bob']",['K. S. Ravikumar']
0.0,"['Science Fiction', 'Action', 'Horror']",12.95779,2015-10-06,0,99.0,Tremors 5: Bloodlines,5.2,96,2015,0.0,"['Neil Hamilton', 'Sheila Terry', 'Arthur Byron', 'Guy Kibbee', 'Dudley Digges', 'Arthur Hohl', 'Allen Jenkins', 'Harold Huber', 'G. Pat Collins', 'Robert Barrat', 'Vernon Steele', 'Ivan F. Simpson']",['Ray Enright']
7000000.0,"['Romance', 'Drama']",4.955317,2015-10-02,573335,103.0,Freeheld,7.1,168,2015,0.08,"['Laurel Barnett', 'Rosalie Cole', 'Frank Janson', 'Richard Hanners']",['Robert Voskanian']
10000000.0,"['Drama', 'Romance']",12.61223,2015-11-12,3727746,122.0,By the Sea,5.4,159,2015,0.37,"['Fred Williamson', 'Rosemary Forsyth', 'Teresa Graves', 'Floy Dean', 'Richard Anderson', 'Cyril Delevanti', 'Richard X. Slattery', 'Larry D. Mann', 'Bret Morrison', 'Frank Ashmore', 'Nancy Fisher', 'Teddy Wilson', 'Eugene Elman', 'Wayne Sutherland', 'Jim Malinda', 'Joanne Bruno', 'Belinda Balaski', 'Maree Cheatham', 'Bob Minor', 'Susan Arnold', 'Priscilla Cory']",['Jack Arnold']
64000000.0,"['Adventure', 'Animation', 'Fantasy']",11.376954,2015-07-29,97571250,92.0,The Little Prince,7.6,771,2015,1.52,"['Ralph Bates', ""Kate O'Mara"", 'Veronica Carlson', 'Jon Finch', 'Dennis Price', 'Graham James', 'Bernard Archard', 'James Hayter', 'Joan Rice', 'Stephen Turner', 'David Prowse']",['Jimmy Sangster']
0.0,['Documentary'],0.46175,2014-01-10,0,85.0,If You Build It,7.1,5,2014,0.0,"['Lise Danvers', 'Fabrice Luchini', 'Charlotte Alexandra', 'Paloma Picasso', 'Pascale Christophe', 'Florence Bellamy', 'Jacopo Berinizi', 'Lorenzo Berinizi', 'Nicole Karen', 'Robert Capia', 'Tomas Hnevsa', 'Gerard Tcherka', 'Mathieu Rivollier', 'Kjell Gustavsson', 'Philippe Desboeuf']",['Walerian Borowczyk']
0.0,['Documentary'],1.04773,2014-10-23,0,96.0,Dark Star: HR Giger’s World,6.9,12,2014,0.0,"['Alon Aboutboul', 'Sharon Alexander', 'Dan Toren', 'Arnon Zadok', 'Eli Yatzpan', 'Dalia Shimko']",['Uri Barbash']
913000.0,['Documentary'],1.254662,2014-04-26,0,83.0,Food Chains,7.4,8,2014,0.0,"['Kurt Cole', 'Madi Goff', 'Indiana Adams', 'Niko Red Star', 'Emmy Robbin']",['Bradley Scott Sullivan']
1500000.0,"['Thriller', 'Mystery', 'Science Fiction']",3.256531,2015-09-25,0,96.0,Narcopolis,4.8,34,2015,0.0,"['Chevy Chase', 'Madison Davenport', 'Emily Rose Everhard', 'Colin Ford', 'Gilbert Gottfried', 'Sammi Hanratty', 'James Karen', 'Hal B. Klein', 'Christopher Lloyd', 'David Mattey', 'Chloë Grace Moretz', 'Frank Payne', 'Brian Peck', 'Daniel Roebuck', 'Katey Sagal', 'Wallace Shawn', 'Anthony Skillman', 'Adair Tishler', 'Gary J. Tunnicliffe', 'William Brent', 'James Earl Jones']",['Gary J. Tunnicliffe']
0.0,"['Drama', 'Romance', 'Comedy']",5.159349,2015-04-19,4631,102.0,Ashby,6.2,191,2015,0.0,"['Michael Gross', 'Jamie Kennedy', 'Pearl Thusi', 'Rea Rangaka', 'Brandon Auret', 'Nolitha Zulu', 'Daniel Janks', 'Sello Sebotsane', 'Ian Roberts', 'Natalie Becker', 'Lawrence Joffe', 'Zak Hendrikz', 'Ernest Ndhlovu', 'Emmanuel Castis']",['Don Michael Paul']
0.0,"['Western', 'Action', 'Thriller']",1.777234,2015-09-11,0,84.0,4Got10,4.3,17,2015,0.0,"['Poppi Monroe', 'Annie McElwain', 'Mackenzie Phillips', 'Teal Redmann', 'Nick Searcy', 'Tanya Shanti Goott', 'Chris Olivero', 'Mitch English', 'Iyari Limon', 'Sam Dalton']",['Duwayne Dunham']
0.0,"['Crime', 'Drama']",5.752416,2015-08-26,248392,115.0,Dheepan,6.8,135,2015,0.0,"['Julianne Moore', 'Ellen Page', 'Steve Carell', 'Michael Shannon', 'Luke Grimes', 'Josh Charles', 'Mary Birdsong', 'Dennis Boutsikaris', 'Skipp Sudduth', 'Jeannine Kaspar', 'Tom McGowan', ""Kevin O'Rourke"", 'Stink Fisher', 'Gabriel Luna', 'Anthony DeSando', 'William Sadler', 'Adam LeFevre', 'Kelly Deadmon', 'Traci Hovel', 'Mina Sundwall', 'Julie Reiber', 'Karl Jacob', 'Jess Jacobs', 'Portia Reiners', 'Suzanne Savoy', 'Susan Merson', 'Oliver Solomon', 'Mary Joy', 'Robbie Tann']",['Peter Sollett']
0.0,['Documentary'],0.938255,2014-11-24,0,100.0,The Forecaster,7.3,9,2014,0.0,"['Angelina Jolie', 'Brad Pitt', 'Mélanie Laurent', 'Melvil Poupaud', 'Niels Arestrup', 'Richard Bohringer', 'Sarah Naudi', 'Marika Green', 'Aldo Buontempo', 'George Camilleri', 'Philippe Martinet', 'Francis Xuereb', 'Malcolm Beethans', 'Kathleen Beethans', 'Bjorn Kubin', 'Penny Dix', 'Arcadia Vodka', 'Indi Marceau Coppola', 'Anna Cachia', 'Frédéric Dessains']",['Angelina Jolie']
0.0,"['History', 'Documentary']",6.339693,2015-11-09,0,92.0,Ronaldo,6.4,119,2015,0.0,"['Juliette Binoche', 'Edgar Ramírez', 'Hippolyte Girardot', 'Romain Rondeau']",['Marion Laine']
0.0,"['Comedy', 'Fantasy', 'Romance']",2.631047,2015-02-19,0,98.0,"Liza, the Fox-Fairy",7.4,30,2015,0.0,"['Jesuthasan Antonythasan', 'Kalieaswari Srinivasan', 'Claudine Vinasithamby', 'Vincent Rottiers', 'Faouzi Bensaïdi', 'Marc Zinga', 'Bass Dhem', 'Franck Falise', 'Joséphine de Meaux', 'Sandra Murugiah', 'Sandor Funtek']",['Jacques Audiard']
0.0,"['Family', 'Comedy']",2.112557,2014-12-05,0,102.0,Get Santa,6.7,18,2014,0.0,[],"['Karin Steinberger', 'Marcus Vetter']"
0.0,['Comedy'],4.679687,2015-01-22,0,0.0,Il nome del figlio,6.4,89,2015,0.0,"['Cristiano Ronaldo', 'Lionel Messi', 'Dolores Aveiro', 'Hugo Aveiro', 'Georgie Bingham', 'Adrian Clarke', 'Rio Ferdinand', 'Jorge Mendes', 'David Álvarez Izquierdo', 'Rhiannon Jones', 'Nelvino Lima', 'Miguel Lopes Marques', 'Rafael Navarrete MartÍnez', 'Carla Mendes', 'David Morrissey']",['Anthony Wonke']
16000000.0,"['History', 'Drama']",4.465481,2014-10-16,0,138.0,The Cut,6.6,24,2014,0.0,['Svend Auken'],['Anne Wivel']
0.0,['Action'],2.43519,2015-04-06,1236094,103.0,Beyond the Mask,5.7,24,2015,0.0,"['Helmut Qualtinger', 'Birgit Doll', 'Hanno Pöschl', 'Jane Tilden', 'André Heller', 'Eric Pohlmann', 'Adrienne Gessner', 'Götz Kauffmann', 'Norbert Schiller', 'Robert Meyer', 'Martha Wallner', 'Walter Schmidinger', 'Elisabeth Epp', 'Lil Dagover', 'Vadim Glowna', 'Maximilian Schell']",['Maximilian Schell']
149000000.0,"['Action', 'Adventure', 'Fantasy']",294.337037,2017-05-30,820580447,141.0,Wonder Woman,7.2,5025,2017,5.51,"['John Heard', 'Lindsay Crouse', 'Jeff Goldblum', 'Jill Eikenberry', 'Bruno Kirby', 'Gwen Welles', 'Stephen Collins', 'Michael J. Pollard', 'Joe Morton', 'Marilu Henner', 'Douglas Kenney']",['Joan Micklin Silver']
0.0,"['Animation', 'Adventure', 'Comedy', 'Action', 'Family']",1.531827,2017-12-31,0,0.0,Sly Cooper,0.0,0,2017,0.0,"['Jim Broadbent', 'Rafe Spall', 'Warwick Davis', 'Jodie Whittaker', 'Stephen Graham', 'Joanna Scanlan', 'Kit Connor', 'Joshua McGuire', 'Ewen Bremner', 'Hera Hilmar', 'Nonso Anozie', 'Perry Benson', 'Matt King', 'Bjarne Henriksen', 'Mick Walter', 'Brian Bovell', 'Simon Kunz', 'Graham Hughes', 'Big Mick', 'Leigh Gill', 'Mark Del Amo', 'Neil Ashton', 'Jon Snow', 'Susanna Reid', 'Daniel Barker']",['Christopher Smith']
18000000.0,"['Action', 'Comedy', 'Fantasy', 'Science Fiction']",1.917649,2018-03-01,0,0.0,Iron Sky: The Coming Race,0.0,0,2018,0.0,"['Alessandro Gassman', 'Valeria Golino', 'Luigi Lo Cascio', 'Micaela Ramazzotti', 'Rocco Papaleo', 'Manuela Mandracchia', 'Giulia Salerno', 'Tommaso Strizzi', 'Raffaele Vannoli', 'Daniele Rampello', 'Carolina Cetroli', 'Andrea Amato', 'Domenico Spadafino']",['Francesca Archibugi']
0.0,['Thriller'],2.264631,2016-11-17,0,98.0,Salt and Fire,5.8,15,2016,0.0,"['Tahar Rahim', 'Simon Abkarian', 'Arsinée Khanjian', 'Akin Gazi', 'George Georgiou', 'Numan Acar', 'Anna Savva', 'Lara Heller', 'Joel Jackshaw', 'Moritz Bleibtreu', 'Grace Dove', 'Trine Dyrholm', 'Andrea Hessayon', 'Arevik Martirosyan', 'Hindi Zahra']",['Fatih Akin']
18000000.0,"['Drama', 'Thriller', 'Science Fiction']",88.439243,2017-04-27,20497844,110.0,The Circle,5.4,1015,2017,1.14,"['James Stewart', 'Barbara Hale', 'Natalie Wood', 'James Gleason', 'Fred Clark']",['Walter Lang']
46000000.0,"['Drama', 'History']",14.16938,2016-12-22,23737523,161.0,Silence,7.0,754,2016,0.52,"['Victor Mature', 'Terry Moore', 'William Bendix', 'Zachary Charles', 'Basil Ruysdael', 'Donald Randolph', ""Damian O'Flynn"", 'Cleo Moore', 'Ann Doran', 'Eleanor Audley', 'Gloria Winters', 'Don Haggerty']",['Ted Tetzlaff']
0.0,"['Drama', 'History', 'Crime', 'Thriller']",7.78904,2015-08-13,20381995,110.0,The Clan,6.4,120,2015,0.0,"['Stephen McNally', 'Thelma Ritter', 'Luis van Rooten', 'Jeff Corey', 'Sharon McManus', 'Sue England', 'Barbara Whiting', 'Richard Benedict', 'Peter Fernandez', 'Al Ramsen', 'Tony Curtis', 'Mickey Knox', 'Richard Jaeckel', 'Joshua Shelley']",['Maxwell Shane']
0.0,"['Documentary', 'Music']",1.380258,2014-04-24,365522,116.0,Glen Campbell: I'll Be Me,7.1,16,2014,0.0,[],['Jonathan Glazer']
40000000.0,"['Thriller', 'Drama']",13.707888,2015-10-15,165478348,141.0,Bridge of Spies,7.2,2633,2015,4.14,[],['Roland Emmerich']
0.0,['Comedy'],3.782498,2017-12-21,0,0.0,Pitch Perfect 3,0.0,3,2017,0.0,"['Chris Murphy', 'Ian James Corlett', 'Matt Olsen']",['Kevin Munroe']
4000000.0,['Drama'],3.212952,2015-09-03,0,95.0,A Tale of Love and Darkness,3.9,28,2015,0.0,"['Andrew Garfield', 'Adam Driver', 'Tadanobu Asano', 'Ciarán Hinds', 'Liam Neeson', 'Issei Ogata', 'Shinya Tsukamoto', 'Yoshi Oida', 'Yosuke Kubozuka', 'Nana Komatsu', 'Béla Baptiste', 'Michié', 'Katsuo Nakamura', 'Ryo Kase', 'Motokatsu Suzuki', 'Yasushi Takada', 'Ten Miyazawa', 'Kaoru Endô', 'Diego Calderón', 'Shi Liang', 'Miho Harita', 'Hairi Katagiri', 'Hiroko Isayama', 'Yutaka Mishima', 'Yoriko Douguchi', 'Kansai Eto', 'Shun Sugata', 'Hako Ohshima', 'Hideki Nishioka', 'Nobuaki Fukuda', 'Munetaka Aoki', 'Tetsu Watanabe', 'Yoshihiro Takayama', 'Asuka Kurosawa', 'SABU']",['Martin Scorsese']
0.0,"['War', 'Drama']",5.620274,2015-10-09,0,120.0,Hyena Road,6.1,51,2015,0.0,"['Glen Campbell', 'Kim Campbell', 'Ashley Campbell', 'Jay Leno', 'Jimmy Webb', 'Vince Gill', 'Brad Paisley', 'The Edge', 'Sheryl Crow', 'Bruce Springsteen', 'Bill Clinton', 'Julian Raymond', 'Cal Campbell', 'Shannon Campbell', 'Steve Martin']",['James Keach']
0.0,['Comedy'],0.440445,2015-10-02,0,108.0,My Internship in Canada,6.3,11,2015,0.0,"['Pitchanart Sakakorn', 'Apasiri Nitibhon', 'Chokchai Charoensuk', 'Kiradej Ketakinta', 'Penpak Sirikul']",['Monthon Arayangkoon']
0.0,['Documentary'],0.022724,2015-04-28,0,80.0,Radical Grace,0.0,0,2015,0.0,"['William Brent', 'Sammi Hanratty', 'James Hong', 'Alex Kendrick', 'Mark Dacascos', 'Jansen Panettiere', 'Tiya Sircar', 'William Corkery', 'Marlowe Peyton']",['Bill Muir']
0.0,"['Drama', 'Romance', 'TV Movie']",1.110241,2013-06-22,0,89.0,Jodi Arias: Dirty Little Secret,4.0,13,2013,0.0,"['Rafael Morais', 'Nuno Lopes', 'Rita Blanco', 'Beatriz Batarda', 'Fernando Luís', 'Cleia Almeida', 'Anabela Moreira', 'Teresa Madruga', 'Teresa Tavares', 'Francisco Tavares', 'João Vaz', 'Marcello Urgeghe']",['João Canijo']
0.0,"['Family', 'Fantasy', 'Drama', 'Comedy']",1.218925,2014-05-23,0,163.0,Manam,7.8,12,2014,0.0,"['Patrick Huard', 'Irdens Exantus', 'Suzanne Clément', 'Clémence Dufresne-Deslières', 'Sonia Cordeau', 'Paul Doucet', 'Jules Philip', 'Robin Aubert', 'Dangelo Néard', 'Ellen David', 'Micheline Lanctôt', 'Alexis Martin', 'Paul Ahmarani']",['Philippe Falardeau']
0.0,['Animation'],8.657935,2015-02-05,15730665,86.0,Mune: Guardian of the Moon,7.1,97,2015,0.0,"['Vladimiros Kiriakidis', 'Christos Loulis', 'Fotini Baxevani', 'Dimitris Piatas', 'Fay Ksila', 'Pavlos Haikalis', 'Sofia Filippidou']",['Olga Malea']
0.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",12.945544,2015-11-26,1982505,120.0,A Bigger Splash,6.0,158,2015,0.0,"['Alexandros Parisis', 'Makis Papadimitratos', 'Anastasis Kolovos', 'Jenny Theona', 'Kalliopi Tzermani']",['Makis Papadimitratos']
0.0,"['Action', 'Comedy', 'Crime']",0.4994,2015-04-30,0,0.0,Argo 2,9.3,2,2015,0.0,"['Michael York', 'Alexander Nevsky', 'Richard Tyson', 'Robert Madrid', 'Andrew Divoff', 'Joanna Pacula', 'Adrian Paul']",['Jeff Celentano']
0.0,"['Thriller', 'Drama', 'Mystery']",1.723131,2014-04-29,0,104.0,The Great Hypnotist,6.3,15,2014,0.0,"['Gwendolyn Anslow', 'Joana Cartocci', 'Leo Vertunni', 'Moose Ali Khan', 'Joeanna Sayler']",['Rosa Karo']
0.0,['Documentary'],2.644281,2014-10-09,0,83.0,Iris,7.5,44,2014,0.0,"['Götz George', 'Klaus J. Behrendt', 'Ulrike Krumbiegel', 'Sergej Moya', 'Christine Schorn', 'Nicholas Bodeux', 'Cornelia Schmaus']",['Andreas Kleinert']
0.0,['Drama'],2.969721,2014-04-06,1156000,95.0,Where Hope Grows,6.8,26,2014,0.0,"['Michael Gregorio', 'Omar Sy', 'Izïa Higelin', 'Patrick Préjean', 'Féodor Atkine', 'Michel Mella', 'Fabrice Josso', 'Eric Herson-Macarel']","['Alexandre de La Patellière', 'Benoît Philippon', 'Alexandre Heboyan']"
0.0,"['Thriller', 'Action', 'Crime']",1.346481,2015-07-31,0,103.0,6 Ways to Die,4.2,10,2015,0.0,"['Masahiko Tsugawa', 'Kayoko Honoo', 'Isao Sasaki', 'Fumio Watanabe', 'Kamatari Fujiwara', 'Tanie Kitabayashi', 'Junzaburô Ban', 'Yûsuke Kawazu', 'Kei Satô', 'Rokkô Toura']",['Nagisa Ōshima']
10000000.0,"['Action', 'Horror', 'Thriller']",15.860139,2015-02-27,0,94.0,Into the Grizzly Maze,5.1,74,2015,0.0,"['Masahiko Tsugawa', 'Yûsuke Kawazu', 'Hizuru Takachiho', 'Junichiro Yamashita', 'Yosuke Hayashi', 'Kakuko Chino', 'Masao Mishima', 'Fumio Watanabe', 'Shôji Yasui']",['Yoshishige Yoshida']
0.0,"['War', 'Family', 'Drama']",2.075151,2014-07-03,0,94.0,Secrets of War,6.6,24,2014,0.0,"['Paul Freeman', 'Diana Kent', 'Susan Lynch', 'Eric van der Donk', 'Marcel Faber', 'Huib Broos', 'Porgy Franssen', 'Joe Gallagher']",['Tjebbo Penning']
0.0,['Documentary'],5.251621,2015-12-23,0,120.0,Where to Invade Next,7.3,153,2015,0.0,"['José Luis Manzano', 'Fernando Guillén', 'Andrea Albani', 'Jaume Valls', ""José Luis Fernández 'Pirri'"", 'Gracita Morales', 'Rafaela Aparicio', 'Agustín González', 'Valentín Paredes', 'Fermín Cabal', 'Guillermo Montesinos', 'Pedro Nieva Parola', 'Paloma Alaez', 'Tony Valento', 'Ramón Reparaz', 'Alfred Lucchetti', 'Hilda Fuchs', 'Manuel Ayuso', 'Alfonso Godá', 'Luis Romero', 'Joaquín Carmona', 'Ángel García', 'Chema Gil', 'Janfri Topera', 'Paco Racionero', 'José Antonio Rielo', 'Julio Ruano', 'Javier García', 'Marta Molins', 'Ovidi Montllor', 'Eloy de la Iglesia', 'Gonzalo Goicoechea', 'Pedro Mari Sánchez', 'José Javier Mangado', 'Antonio Betancourt']",['Eloy de la Iglesia']
0.0,"['Family', 'Comedy']",0.087996,2015-07-31,0,0.0,Karachi se Lahore,8.0,1,2015,0.0,[],"['Dana Doron', 'Uriel Sinai']"
13000000.0,['Documentary'],3.845853,2015-09-12,0,263.0,Human,8.6,98,2015,0.0,"['James Marsden', 'Thomas Jane', 'Piper Perabo', 'Scott Glenn', 'Michaela McManus', 'Billy Bob Thornton', 'Adam Beach', 'Kelly Curran', 'Reese Alexander', ""Luisa D'Oliveira"", 'Sean O. Roberts', 'Bill Croft', 'Mariel Belanger', 'Mark Acheson', 'Michael Jonsson', 'Patrick Sabongui', 'Garry Chalk', 'Alvin Sanders', 'Sarah Desjardins', 'Carson Reaume', 'Seth Isaac Johnson']",['David Hackl']
0.0,"['Comedy', 'Romance']",11.461055,2015-02-11,0,105.0,Eisenstein in Guanajuato,6.4,21,2015,0.0,"['Nils Verkooijen', 'Loek Peters', 'Maas Bronkhuyzen', 'Eva Duijvestein', 'Pippa Allen', 'Joes Brauers']",['Dennis Bots']
0.0,"['Drama', 'Romance']",1.351097,2015-03-29,0,88.0,The Summer of Sangaile,6.1,24,2015,0.0,"['Michael Moore', 'Krista Kiuru', 'Tim Walker']",['Michael Moore']
0.0,['Documentary'],0.881308,2015-10-15,0,82.0,The Pearl Button,6.6,17,2015,0.0,"['Nicolas Godin', 'Jean-Benoît Dunckel']",['Mike Mills']
0.0,"['Drama', 'Adventure']",0.437906,2015-05-14,0,89.0,Sleeping Giant,6.3,9,2015,0.0,"['Billy Bletcher', 'Georgie Smith', 'Shirley Temple']",['Ray Nazarro ']
0.0,"['Drama', 'Comedy']",0.749972,2015-02-13,0,106.0,Chasuke's Journey,8.0,3,2015,0.0,"['Shirley Temple', 'Eugene Butler', 'Eugene Butler', 'Philip Hurlic', 'Arthur J. Maskery', 'Jimmie Milliken']",['Charles Lamont']
0.0,"['Comedy', 'Drama']",1.445183,2013-09-28,0,90.0,Lulu in the Nude,6.8,11,2013,0.0,"['Bruce Greenwood', 'Eric Balfour', 'Michael Rooker', 'Deborah Valente']",['Stephen T. Kay']
17973.0,['Drama'],0.132308,2015-09-17,0,99.0,Roukli,0.0,1,2015,0.0,"['Anne Heche', 'Jonathan LaPaglia', 'Eva Longoria', 'Kathleen Quinlan', 'Chris Sarandon', 'David Andrews', 'Leigh Jones', 'Gary Grubbs', 'Don Brady', 'Kate Jennings Grant']",['Stephen T. Kay']
0.0,"['Romance', 'Drama']",3.595572,2015-12-23,0,131.0,Mountains May Depart,7.1,57,2015,0.0,"['Robert Forster', 'Michael Michele', 'Maury Chaykin', 'Mimi Kuzyk', 'Gregg Henry']",['Stephen T. Kay']
0.0,"['Thriller', 'Horror']",4.071952,2015-05-21,0,86.0,The Hoarder,4.4,43,2015,0.0,"['Kenichi Matsuyama', 'Ito Ohno', 'Ren Osugi', 'Yusuke Iseya', 'Susumu Terajima', 'Hiromasa Taguchi']",['SABU']
0.0,['Comedy'],0.659882,2015-07-02,0,90.0,American Beach House,4.3,9,2015,0.0,"['Karin Viard', 'Bouli Lanners', 'Claude Gensac', 'Pascal Demolon', 'Philippe Rebbot', 'Marie Payen', 'Solène Rigot', 'Nina Meurisse', 'Corinne Masiero']",['Sólveig Anspach']
0.0,"['Comedy', 'Crime', 'Fantasy', 'Horror', 'Thriller']",1.208879,2015-06-12,0,86.0,L.A. Slasher,3.7,10,2015,0.0,"['Taavi Eelmaa', 'Mirtel Pohla', 'Eva Klemets', 'Lauri Lagle', 'Tambet Tuisk', 'Juhan Ulfsak', 'Meelis Rämmeld', 'Peeter Raudsepp']",['Veiko Õunpuu']
2000000.0,"['Thriller', 'Action']",1.83505,2015-09-29,0,96.0,Swat: Unit 887,3.6,10,2015,0.0,"['Zhao Tao', 'Sylvia Chang', 'Dong Zijian', 'Zhang Yi', 'Jing Dong Liang', 'Lu Liu']",['Jia Zhangke']
0.0,['Horror'],5.667845,2015-02-03,0,103.0,Zombie Killers: Elephant's Graveyard,2.5,10,2015,0.0,[],['Steven Cantor']
0.0,"['History', 'Drama']",2.4344,2013-10-18,0,103.0,A Prayer for Rain,5.9,12,2013,0.0,[],[]
0.0,"['Drama', 'Thriller']",2.43313,2015-04-29,0,110.0,Coin Locker Girl,6.4,25,2015,0.0,"['Mischa Barton', 'Dave Bautista', 'Danny Trejo', 'Eric Roberts', 'Andy Dick', 'Abigail Wright', 'Frank Collison', 'Marisa Lauren', 'Ashlynn Yennie']",['Martin Owen']
0.0,['Comedy'],3.163048,2013-12-11,0,104.0,Playing Dead,5.0,41,2013,0.0,"['Linda Blair', 'Joanna Miles', 'Allyn Ann McLerie', 'Mary Murphy', 'Janit Baldwin', 'Richard Jaeckel', 'Kim Hunter', 'Nora Heflin', 'Tina Andrews', 'Sandra Ego', 'Mitch Vogel']",['Donald Wrye']
0.0,"['Thriller', 'Drama']",3.764346,2014-04-12,0,91.0,Road to Paloma,5.8,28,2014,0.0,"['Kim Hye-soo', 'Kim Go-eun', 'Um Tae-goo', 'Park Bo-geom', 'Go Kyung-pyo', 'Lee Soo-kyung', 'Cho Hyun-chul', 'Lee Dae-yeon', 'Jo Bok-rae', 'Kim Soo-an', 'Lee Min-ji']",['Han Jun-hee']
